username,profile_link,city,state,country,recent_ride_locations,admin_region,is_regional_admin
Rnicholas,https://www.trailforks.com/profile/Rnicholas,Burnsville,Minnesota,USA,"['Minnesota River Bottoms', 'Murphy-Hanrehan Park', 'Metro Region', 'Eagan', 'Xcel Energy Mountain Bike Park', 'Lebanon Hills', 'Redhead Mountain Bike Park', 'Terrace Oaks', 'Whitetail Ridge', 'Gamehaven', 'West Lake Marion Park', 'Lake Rebecca', 'Burnsville', 'Cuyuna Country State Recreation Area', 'Cuyuna', 'Crystal Bridges', 'Blowing Springs', 'Back 40', 'Coler Mountain Bike Preserve', 'Slaughter Pen Trails', 'Bloomington', 'Minneapolis', 'Lake Leatherwood DH', 'Bentonville', 'Swope Park', 'Minnesota River Trail', 'Mount Kato &nearr;', 'Austin', 'Savage', 'Burnsville &nearr;', 'Lutsen Mountains', 'Buck Hill', 'Nerstrand', 'Duluth', 'Carver Park Reserve', 'Hobbs State Park', 'Bella Vista', 'Cleary Lake Regional Park', 'River Falls']","{'region_link': '', 'region_name': ''}",False
APvdH,https://www.trailforks.com/profile/APvdH,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
beaubergy72,https://www.trailforks.com/profile/beaubergy72,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Erik4rkunM,https://www.trailforks.com/profile/Erik4rkunM,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Zeestraten46,https://www.trailforks.com/profile/Zeestraten46,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
jonathangamlin,https://www.trailforks.com/profile/jonathangamlin,unknown,unknown,unknown,"['Lebanon Hills', 'Eagan', 'Murphy-Hanrehan Park', 'Minnesota River Bottoms', 'Emigrant', 'Duluth', 'Lester Park Trails', 'Chequamegon Area (CAMBA)', 'Cuyuna Country State Recreation Area', 'Prior Lake', 'West Lake Marion Park', 'Metro', 'Seeley', 'Minnesota River Trail', 'Inver Grove Heights', 'Buck Hill', 'Lutsen', 'Cook County', 'Lakeville', 'Hayward', 'Burnsville', 'Terrace Oaks', 'Pincushion Mountain Bike Trails', 'Tofte', 'Highway OO', 'Namakagon', 'Eagan Bike Park', 'Lester Park', 'Hartley Park', 'Telemark', 'Cable', 'Lake Rebecca']","{'region_link': '', 'region_name': ''}",False
apress001,https://www.trailforks.com/profile/apress001,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Dodson,https://www.trailforks.com/profile/Dodson,unknown,unknown,unknown,"['Inver Grove Heights', 'Monarch - Carver Park Reserve', 'Giants Ridge &nearr;', 'Giants Ridge', 'St. Louis County', 'Minneapolis', 'Lebanon Hills', 'Whitetail Ridge', 'Carver Lake Park', 'Cuyuna Country State Recreation Area', 'Cuyuna', 'Irondale Township', 'St. Paul', 'Buck Hill', 'Burnsville', 'Minnesota River Bottoms', 'Chequamegon Area (CAMBA)', 'Salem Hills', 'Battle Creek', 'West Lake Marion Park', 'Xcel Energy Mountain Bike Park', 'Coler Preserve', 'Blowing Springs', 'Bentonville', 'Park Spring Park', 'HandCut Hollow', 'Bentonville Greenways and Access Paths', 'Wolf Creek Park', 'Runway Bike Park', 'Crystal Bridges']","{'region_link': '', 'region_name': ''}",False
Blunde,https://www.trailforks.com/profile/Blunde,unknown,unknown,unknown,"['Minnesota River Bottoms', 'Murphy-Hanrehan Park', 'Metro Region', 'Lakeville', 'Lebanon Hills', 'Burnsville', 'Eagan', 'Redhead Mountain Bike Park', 'Chisholm', 'Terrace Oaks', 'Whitetail Ridge', 'Bloomington', 'Minnesota River Trail', 'Gamehaven', 'Orono', 'West Lake Marion Park', 'Rockford', 'Moose Lake', 'Xcel Energy Mountain Bike Park', 'Buck Hill', 'International Falls', 'Cuyuna', 'Cuyuna Country State Recreation Area', 'Lake Rebecca', 'Savage', 'Prior Lake']","{'region_link': '', 'region_name': ''}",False
TKETTLE,https://www.trailforks.com/profile/TKETTLE,Rochester,Minnesota,USA,"['Rochester', 'Gamehaven', 'Lebanon Hills', 'Superior &nearr;', 'Eastwood Park', 'Curt Gowdy State Park', 'The Schoolyard', 'Happy Jack', 'Larimer County', 'Lester Park', 'Piedmont & Brewer', 'North Cheyenne Community Park', 'Welch Village MTB Park &nearr;', 'Theodore Wirth Park', 'Lakeville', 'Murphy-Hanrehan Park', 'Battle Creek', 'Laramie', 'Front Range', 'Snowies', 'Lucky Peak', 'Table Rock', 'Boise', 'Powderhorn', 'Cedaredge &nearr;', 'Powderhorn &nearr;', 'Bike Snowmass &nearr;', 'Steamboat Bike Park', 'Vedauwoo / Blair', 'Guernsey']","{'region_link': '', 'region_name': ''}",False
Welcome124,https://www.trailforks.com/profile/Welcome124,unknown,unknown,unknown,"['Minnesota River Bottoms', ""Phil's World"", 'Durango', 'Grandview Ridge', 'Redhead Mountain Bike Park', 'Prior Lake', 'Theodore Wirth Park', 'Kinnickinnic State Park', 'Monarch - Carver Park Reserve', 'Bloomington', 'Mount Kato', 'Mount Kato &nearr;', 'Kiwanis Recreation Area', 'Lebanon Hills', 'Pine Valley Ski Trails', 'Cloquet', 'Lincoln', 'River Falls', 'Chequamegon Area (CAMBA)', 'Rockford', 'Lake Rebecca', 'Powderhorn Mountain Resort', 'Cedaredge', 'Cuyuna Country State Recreation Area', 'Crosby', 'Eagan', 'Burnsville', 'Buck Hill', 'Lone Lake Park', 'St. Louis Creek', 'Idlewild', 'Vasquez', 'Elk Creek', 'Whitetail Ridge', 'Lutsen', 'Pincushion Mountain Trail System', 'Gamehaven', 'Murphy-Hanrehan Park', 'Woolly Trails', 'Park Spring Park', 'Blowing Springs', 'Minnetonka', 'Minneapolis', 'Savage', 'Dogtown Cluster', ""Brown's Ranch"", 'Cave Creek Regional Park', 'Cable', 'Detroit Lakes', 'Detroit Mountain Recreation Area', 'Seeley', 'Austin', 'nisswa', 'Lake Brophy County Park', 'Web Lake', 'Spirit Mountain', 'Superior', 'Minnesota River Trail', 'North Mankato', 'Buck Hill &nearr;', ""Devil's Thumb Ranch"", 'Trestle Bike Park', 'Grand County', 'Pincushion Mountain', 'Iola', 'Hospital Trails', 'Namakagon', 'Hayward', 'Elm Creek Park', 'Jefferson County', 'Memorial Park', 'Metro', 'Carver Park Reserve', 'Rochester', 'Alexandria', 'Chaska', 'West Lake Marion MTB Trails', 'Carver Lake Park', 'Bemidji', 'Terrace Oaks', 'Battle Creek', 'Highway OO', 'Hanson-Larsen Memorial Park', 'St. Croix Falls', 'Spooner', 'North Dakota', 'Elings Park']","{'region_link': '', 'region_name': ''}",False
E30-4ME,https://www.trailforks.com/profile/E30-4ME,unknown,unknown,unknown,"['Lake Rebecca', 'Elm Creek Park', 'Minnetonka', 'Theodore Wirth Park', 'Murphy-Hanrehan Park', 'Copper Harbor', 'Carver County', 'Monarch - Carver Park Reserve', 'Lebanon Hills', 'Terrace Oaks', 'Cable', 'Lone Lake Park', 'Tioga Recreation Area', 'Bloomington', 'Minneapolis', 'Highland Mountain Bike Park &nearr;', 'Carver Lake Park', 'West Lake Marion Park', 'Duthie Hill Mountain Bike Park', 'Minnesota River Bottoms', 'Carver Park Reserve', 'Chaska', 'Buck Hill', 'Cuyuna Country State Recreation Area', 'Redhead Mountain Bike Park', 'Sunfish Lake Park', 'River Falls', 'Whitetail Ridge', ""Black's Grove Park"", 'Lake Brophy County Park', 'Sweetwater Preserve', 'Alexandria', 'Rockford', 'Hillside City Park', 'Battle Creek', 'Hobbs State Park', 'Bentonville', 'Slaughter Pen Trails', 'Blowing Springs']","{'region_link': '', 'region_name': ''}",False
KyleU22DLe,https://www.trailforks.com/profile/KyleU22DLe,unknown,unknown,unknown,"['Minneapolis', 'Metro Region', 'Marquette', 'Lone Lake Park', 'Lebanon Hills', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Tioga Recreation Area', 'Boyne Forest Trails', 'Glacial Hills Pathway', 'Avalanche Preserve', 'Theodore Wirth Park', 'Bloomington', 'Roseville', 'Silver Bay', 'Metro', 'Elm Creek Park', 'Whitetail Ridge', 'Terrace Oaks', 'West Lake Marion Park', 'Murphy-Hanrehan Park', 'Mission Creek', 'Piedmont & Brewer', 'Redhead Mountain Bike Park', 'Cable', 'Seeley', 'Chequamegon Area (CAMBA)', 'Namakagon', 'Drummond', 'Split Rock Wilds', 'Britton Peak', 'Tofte', 'Negwegon State Park', 'Norway Ridge Pathway', 'Indian River', 'Hubbard Lake']","{'region_link': '', 'region_name': ''}",False
amattys,https://www.trailforks.com/profile/amattys,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
L8xeoc,https://www.trailforks.com/profile/L8xeoc,unknown,unknown,unknown,"['Red Wing', 'St. Louis County', 'Giants Ridge', 'Lebanon Hills', 'Metro Region', 'Minneapolis', 'Stillwater', 'Hill City', 'Spearfish', 'Memorial Park', 'West Lake Marion Park']","{'region_link': '', 'region_name': ''}",False
ErikMoe01,https://www.trailforks.com/profile/ErikMoe01,Burnsville,Minnesota,USA,"['Minnesota River Bottoms', 'Chaska', 'Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Crosby', 'Irondale Township', 'Eagan', 'Terrace Oaks', 'Monarch - Carver Park Reserve', 'River Falls', 'Whitetail Ridge', 'Lebanon Hills', 'West Lake Marion Park', 'Savage', 'Burnsville', 'Carver Lake Park', 'Rockford', 'Xcel Energy Mountain Bike Park', 'Buck Hill', 'Lutsen', 'Lake Leatherwood DH', 'Crystal Bridges', 'Blowing Springs', 'Bentonville Greenways and Access Paths', 'Bloomington', 'Kinnickinnic State Park', 'Kiwanis Recreation Area', 'Mount Kato', 'Minneapolis', 'Austin', 'Lake Rebecca', 'Ironwood', 'Memorial Park', 'Seeley', 'Cable', 'Redhead Mountain Bike Park', 'Chisholm', 'Battle Creek', 'Tempe', 'Monticello', 'Cohasset']","{'region_link': '', 'region_name': ''}",False
mwestlake,https://www.trailforks.com/profile/mwestlake,unknown,unknown,unknown,"['Lebanon Hills', 'Burnsville', 'Cuyuna Country State Recreation Area', 'Elm Creek Park', 'Carver Lake Park', 'Eagan', 'Inver Grove Heights', 'Lakeville', 'Carver Park Reserve', 'Chaska', 'Cottage Grove', 'Bloomington', 'Lake Rebecca', 'Bertram Chain of Lakes', 'Park Spring Park', 'Springdale', 'Hobbs State Park', 'Crystal Bridges', 'Bentonville', 'Murphy-Hanrehan Park', 'Minneapolis', 'Roseville', 'Hudson', 'Coon Rapids', 'Lake Elmo', 'St. Croix Falls', 'Theodore Wirth Park', 'Mower County', 'Battle Creek', 'St. Paul', 'Rockford', 'West Lake Marion MTB Trails', 'River Falls', 'Whitetail Ridge', 'Cleary Lake Regional Park', 'Tucson', 'Catalina', 'Painted Hills', 'Elk River', 'Buck Hill', 'Salem Hills', 'Bertram Lake', 'Potato Creek', 'Rum Village', 'Hainault', 'Lee Valley VeloPark', 'Marin County Open Space: Rush Creek']","{'region_link': '', 'region_name': ''}",False
Lamontmark1,https://www.trailforks.com/profile/Lamontmark1,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
45nrmartin,https://www.trailforks.com/profile/45nrmartin,unknown,unknown,unknown,"['Bloomington', 'Minnesota River Bottoms', 'Nerstrand', 'St. Paul', 'Red Wing', 'Lebanon Hills', 'Stillwater', 'Battle Creek', 'Metro', 'Murphy-Hanrehan Park', 'West Lake Marion Park', 'Cottage Grove', 'Eagan', 'Minnesota River Trail', 'Carver Lake Park', 'Theodore Wirth Park', 'Hillside City Park', 'Bertram Lake', 'Bertram Chain of Lakes', 'Lakeville', 'Duluth', 'Elm Creek Park', 'Marquette North Trails', 'Marquette South Trails', 'Sandy', 'LL Stub Stewart State Park', 'Welch Village MTB Park &nearr;', 'Breckenridge', 'Memorial Park', 'Spirit Mountain']","{'region_link': '', 'region_name': ''}",False
FPEChris,https://www.trailforks.com/profile/FPEChris,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
ChristopherDOvxZw,https://www.trailforks.com/profile/ChristopherDOvxZw,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
MandrewMade,https://www.trailforks.com/profile/MandrewMade,Matehuala,unknown,México,"['Matehuala-Barbechos', 'Catorce-Potrero', 'Matehuala', 'Spider Mountain Bike Park', 'Burnet', 'Reveille Peak Ranch', 'Marion Sansom Park', 'Turkey Mountain Urban Wilderness Area', 'Slaughter Pen Trails', 'Hobbs State Park', 'Blowing Springs', 'Lake Leatherwood DH', 'Lake Leatherwood XC and Hiking', 'Bella Vista', 'Black Bass Lake', 'Passion Play', 'Eureka Springs', 'Howler Bike Park', 'Crystal Bridges', 'Desierto de los Leones', 'Centennial Park at Millsap Mountain', 'Coler Mountain Bike Preserve', 'Battle Creek', 'Giants Ridge', 'Spirit Mountain Bike Park &nearr;', 'Redhead Mountain Bike Park', 'Giants Ridge &nearr;', 'Cuyuna Country State Recreation Area', 'Piedmont & Brewer', 'Mission Creek', 'Tioga Recreation Area', 'Whitetail Ridge', 'West Lake Marion Park', 'Lebanon Hills', 'Woolly Trails', 'Willow River State Park', 'HandCut Hollow', 'Park Spring Park', 'Coler Preserve', 'Back 40', 'Little Sugar', 'Possum Kingdom Lake', 'Dinosaur Valley State Park', 'Flat Rock Ranch', 'La Fragua Bike Park', 'San Luis Potosí', 'Guadalcazar', 'Village of Oak Creek', 'Broken Arrow', 'Carroll Canyon', 'Adobe Jack', 'Palo Duro Canyon State Park', 'Buffalo River', 'Ozarks', 'Monument Trails at Mount Nebo State Park', 'Lake Atalanta', 'Two Rivers Bike Park', 'Mount Fitzgerald', 'Fayetteville', 'Monument Trails at Devils Den State Park', 'Bloomington', 'Carver Lake Park', 'Murphy-Hanrehan Park', 'Copper Harbor', 'Swedetown Trails', 'Michigan Tech Trails', 'East Bluff Bike Park', 'Copper Harbor Trail System', 'Mont du Lac', 'Duluth', 'Lester Park', 'Silver Bay', 'Britton Peak', 'Theodore Wirth Park', 'Crosby', 'Cuyuna', 'Lake Ponca Park', 'McAllister Park', 'Mt Kessler', 'Elm Creek Park', 'Grandad Bluff Trails Project', 'Hixon Forest - Lower and Upper', 'Memorial Park', 'Sunfish Lake Park', 'Lake Elmo', 'West Lake Marion MTB Trails']","{'region_link': 'https://www.trailforks.com/region/matehuala/', 'region_name': 'Matehuala'}",True
gfedz,https://www.trailforks.com/profile/gfedz,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
mnbob1982,https://www.trailforks.com/profile/mnbob1982,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Racheljonae,https://www.trailforks.com/profile/Racheljonae,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
SwanyDelight,https://www.trailforks.com/profile/SwanyDelight,Minneapolis,Minnesota,USA,"['Battle Creek', 'Buffalo Creek', 'Bobcat Ridge', 'Piedmont & Brewer', 'Spirit Mountain Bike Park &nearr;', 'Theodore Wirth Park', 'Elm Creek Park', 'Minnesota River Bottoms', 'Minneapolis', 'Cuyuna Country State Recreation Area', 'Lone Lake Park', 'Whitetail Ridge', 'Sunfish Lake Park', 'Lake Rebecca', 'Lebanon Hills', 'Redhead Mountain Bike Park', 'Tioga Recreation Area', 'Chaska', 'Spirit Mountain Bike Park', 'Murphy-Hanrehan Park', 'Maple Grove', 'Moab', 'Wire Mesa', 'Green Valley', 'Lester Amity Chalet Park Trails', 'Hartley Park', 'Haunted Forest', 'Bertram Chain of Lakes', 'Pincushion Mountain', 'Minnesota River Trail', 'Hixon Forest - Lower and Upper', 'Monarch - Carver Park Reserve', 'Spirit Mountain &nearr;', 'Mission Creek', 'Kula Forest Reserve', 'Eagan', 'Split Rock Wilds', 'Woolly Trails', 'Bloomington', 'Giants Ridge &nearr;', 'Waconia', 'Levis -Trow Mound', 'Hillside City Park', 'Carver Lake Park', 'Schnebly Hill', 'Village of Oak Creek', 'Horsethief', 'Fruita', 'Arkansas Hills Trails', 'Matthews Winters Park', 'Hall Ranch', 'West Lake Marion Park', 'Memorial Park', 'Cottage Grove', 'Blowing Springs', 'Crystal Bridges', 'Coler Preserve', 'Lester Park', 'Minnetonka', 'Carver Park Reserve', 'Gateway Trails', 'Cuyuna', 'La Sal Mountains', 'Guacamole', 'Cable', 'Seeley', 'Britton Peak', 'Milaca Trails', 'Oak Lawn Township', 'Valley View Park', 'Rockford', 'Apex Park', 'Crested Butte', 'Evolution Bike Park', 'Roseville', 'Stillwater']","{'region_link': '', 'region_name': ''}",False
chrisbroden,https://www.trailforks.com/profile/chrisbroden,Faribault,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
alfotsch,https://www.trailforks.com/profile/alfotsch,Minneapolis,Minnesota,USA,"['Marquette', 'Theodore Wirth Park', 'Piedmont & Brewer', 'Maple Grove', 'Elm Creek Park', 'Battle Creek', 'McDowell Sonoran Preserve', 'Rio Verde', 'Lebanon Hills', 'WinMan Trails', 'West Lake Marion Park', 'Heritage Trails Park', 'Minneapolis', 'St. Paul', 'Minnetonka', 'Levis -Trow Mound', 'Xcel Energy Mountain Bike Park', 'Cuyuna Country State Recreation Area', 'Murphy-Hanrehan Park', 'CamRock', 'Winchester', 'Tioga Recreation Area', 'Monticello', 'Cottage Grove', 'Soquel Demonstration State Forest', 'Greenbush', 'Hixon Forest - Lower and Upper', 'Monarch - Carver Park Reserve', 'Minnesota River Bottoms', 'Copper Harbor Trail System', 'Carver Lake Park', 'Tiger Mountain', 'Raging River State Forest', 'Galbraith', 'Roslyn', 'Plain', 'Leavenworth Ski Hill', 'Sunfish Lake Park', 'Mequon', 'Whitetail Ridge', 'Chaska', 'Cuyuna', 'Bertram Chain of Lakes', 'Roseville', 'Silver Bay', 'Sentinel Butte', 'La Crosse County', 'Hibbing', 'Grand Rapids', 'Grand Marais', 'Lutsen', 'Big Sky Resort']","{'region_link': '', 'region_name': ''}",False
grizzlyadam64,https://www.trailforks.com/profile/grizzlyadam64,Minneapolis,Minnesota,USA,"['Lebanon Hills', 'Theodore Wirth Park', 'Monarch - Carver Park Reserve', 'Split Rock Wilds', 'Britton Peak', 'Piedmont & Brewer', 'Three Blind Mice', 'Apex and Surroundings', 'Kalamalka Lake', 'Silver Star Bike Park', 'Rubberhead Trail System', 'Kelowna', 'Crawford Trails', 'Hawks Ridge', 'Bertram Chain of Lakes', 'Maplelag Resort', 'Carver Lake Park', 'Cuyuna Country State Recreation Area', 'Lake Rebecca', 'Tioga Recreation Area', 'Murphy-Hanrehan Park', 'Elm Creek Park', 'Battle Creek', 'Lone Lake Park', 'Mount Kato', 'Spirit Mountain Bike Park', 'Xcel Energy Mountain Bike Park', 'Whitetail Ridge', 'Chequamegon Area (CAMBA)', 'Woolly Trails', 'West Lake Marion Park', 'Redhead Mountain Bike Park', 'Salem Hills', 'Bloomington', 'Cuyuna', 'Crosby', 'North Loop (Jail Trail)', 'Milaca Trails', 'Duluth', 'Lester Park', 'Callaway', 'Maple Grove', 'Roseville', 'Minnetonka', 'Spirit Mountain', 'Hayward', 'North Mankato', 'Mount Kato &nearr;', 'Detroit Mountain Recreation Area', 'Chippewa Falls', 'Chaska', 'Gamehaven', 'Sunfish Lake Park', 'Minnesota River Trail', 'Minnesota River Bottoms', 'Minneapolis', 'Waconia']","{'region_link': '', 'region_name': ''}",False
Beancounter7791,https://www.trailforks.com/profile/Beancounter7791,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
ElNegro,https://www.trailforks.com/profile/ElNegro,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
katbud,https://www.trailforks.com/profile/katbud,Folsom,California,USA,"['Enchanted Hills', 'Granite Bay', 'El Dorado Hills', 'Folsom', 'Auburn State Recreation Area', 'West Desert Trails', 'Pollock Pines', 'Downieville', 'Elk Grove', 'Northstar California', 'Carnelian Bay', 'Minnetonka', 'Austin', 'Cuyuna Country State Recreation Area', 'Theodore Wirth Park', 'Lake Rebecca', 'Copper Harbor Trail System', 'East Bluff Bike Park', 'Salem Hills', 'Lone Lake Park', 'Jenkinson Lake', 'Lebanon Hills', 'Elm Creek Park', 'Bertram Chain of Lakes', 'Murphy-Hanrehan Park', 'Spirit Mountain &nearr;', 'West Lake Marion Park', 'Carver Lake Park', 'Catalina State Park / 50-Year', 'Tucson Mountain Park', ""Brown's Ranch"", 'Rincon Valley', 'South Mountain Park', 'McKenzie Ranch', 'Green Valley', 'Vail', 'Usery Mountains', 'Hawes', 'Santa Catalina Mtns (Mt. Lemmon)', 'Catalina', 'Sweetwater Preserve', 'Fantasy Island', 'Minneapolis', 'Hillside City Park', 'Chaska', 'Hawks Ridge', 'Buck Hill', 'Burnsville', 'Cambridge', 'Nisswa', 'Lake Elmo', 'Savage', 'Coon Rapids', 'Battle Creek', 'Cottage Grove', 'Telemark', 'Hayward', 'Inver Grove Heights', 'Bloomington', 'Whitetail Ridge', 'West Lake Marion MTB Trails', 'Spirit Mountain', 'Auburn', 'Stafford Lake Bike Park', 'Novato', 'Rockford', 'Roseville', 'Lakeville', 'Oak Lawn Township', 'Trestle Bike Park', 'Idlewild', 'Fraser Valley', 'Gail Lake Township', 'Bethel', 'Columbus', 'Alum Creek State Park']","{'region_link': '', 'region_name': ''}",False
rhowcow,https://www.trailforks.com/profile/rhowcow,unknown,unknown,unknown,"['Bloomington', 'Lone Lake Park', 'Carver Lake Park', 'Xcel Energy Mountain Bike Park', 'Monarch - Carver Park Reserve', 'Lake Rebecca', 'Elm Creek Park', 'Theodore Wirth Park', 'Fish Creek', 'Minnesota River Bottoms', 'Carver County', 'Lebanon Hills', 'Cuyuna Country State Recreation Area', 'Crosby', 'Crow Wing County', 'Northland Arboretum', 'Baxter', 'Ann Arbor', 'Dexter', 'Des Moines', 'Murphy-Hanrehan Park', 'Swope Park', 'Roeland Park', 'Wyandotte County Lake Park', 'Savage', 'West Lake Marion Park', 'Tioga Recreation Area', 'St. Louis County', 'Chisholm', 'Redhead Mountain Bike Park', 'Slaughter Pen Trails']","{'region_link': '', 'region_name': ''}",False
vitaliykondratyuk,https://www.trailforks.com/profile/vitaliykondratyuk,unknown,unknown,unknown,"['Miami', 'Lebanon Hills', 'Lakeville', 'Monarch - Carver Park Reserve', 'Theodore Wirth Park', 'Lake Rebecca', 'Piedmont & Brewer', 'Spirit Mountain Bike Park &nearr;', 'Mission Creek', 'Cuyuna Country State Recreation Area', 'Murphy-Hanrehan Park', 'Lone Lake Park', 'Prior Lake', 'West Lake Marion Park', 'Chaska', 'Minneapolis', 'Maple Grove', 'Santa Clara River Reserve', 'Green Valley', 'Hurricane', 'Elm Creek Park', 'Apex Park', 'Cuyuna', 'Dry Creek', 'Fort Valley Trail System', 'Village of Oak Creek', 'Broken Arrow', 'Carver Park Reserve', 'Copper Harbor Trail System', 'Michigan Tech Trails', 'Burnsville', 'West Lake Marion MTB Trails', 'Bertram Chain of Lakes', 'Bloomington', 'Battle Creek', 'Savage', 'Copper Harbor', 'Swedetown Trails', 'Spirit Mountain &nearr;', 'Eagan', 'Sedona']","{'region_link': '', 'region_name': ''}",False
mikewaskosky,https://www.trailforks.com/profile/mikewaskosky,Savage,Minnesota,USA,"['Murphy-Hanrehan Park', 'West Lake Marion Park', 'Minnesota River Bottoms', 'Savage', 'Bemidji']","{'region_link': '', 'region_name': ''}",False
Miahbike,https://www.trailforks.com/profile/Miahbike,Burnsville,Minnesota,USA,"['Murphy-Hanrehan Park', 'Elm Creek Park', 'Lebanon Hills', 'Spirit Mountain Bike Park &nearr;', 'Whitetail Ridge', 'West Lake Marion Park', 'Chequamegon Area (CAMBA)', 'Savage', 'Burnsville', 'Buck Hill', 'Theodore Wirth Park', 'Willow River State Park', 'Granby', 'Bike Snowmass', 'Granby Ranch', 'Trestle Bike Park', 'Vasquez', 'Kiwanis Recreation Area', 'Cuyuna Country State Recreation Area', 'Eagan', 'Pine Valley Ski Trails', 'Xcel Energy Mountain Bike Park', 'Minnetonka', 'Monarch - Carver Park Reserve', 'Bloomington', 'Minnesota River Bottoms', 'Superior', 'Carver Lake Park', 'Woolly Trails', 'Austin', 'Sunfish Lake Park', 'Minneapolis', 'Lowes Creek County Park', 'Pinehurst Park', 'Chisholm', 'Redhead Mountain Bike Park', 'Bertram Chain of Lakes', 'Lake Rebecca', 'Little Sugar', 'Lake Atalanta', 'Lake Leatherwood DH', 'Crystal Bridges', 'Slaughter Pen Trails', 'Coler Preserve', 'Carver Park Reserve', 'Haunted Forest', 'Hixon Forest - Lower and Upper', 'Levis -Trow Mound', 'Rockford', 'Inver Grove Heights', 'Memorial Park', 'West Lake Marion MTB Trails', 'Hillside City Park', 'Battle Creek', 'Spirit Mountain', 'Detroit Mountain Recreation Area', 'Hayward', 'Swope Park', 'Back 40', 'Blowing Springs', 'St. Croix Falls', 'Mount Kato', 'Mount Kato &nearr;', 'Owatonna', 'Welch Village MTB Park', 'Crosby', 'Woodbury', ""Leader's MTB Park"", 'Detroit Lakes', 'Van Peenen Park', 'Bootleg Canyon']","{'region_link': '', 'region_name': ''}",False
pfickle19,https://www.trailforks.com/profile/pfickle19,unknown,unknown,unknown,"['Minneapolis', 'Roseville', 'Elm Creek Park', 'Marquette', 'Theodore Wirth Park', 'Britton Peak', 'Split Rock Wilds', 'Cuyuna Country State Recreation Area', 'Central Region', 'Minnesota River Bottoms', 'Lake Rebecca', 'Monarch - Carver Park Reserve', 'Seeley', 'Chequamegon Area (CAMBA)', 'Northfield', 'Haunted Forest', 'Lake Elmo', 'Rainy River District', 'Burnett County', 'Blackhawk Ski Club', 'Hickory Ridge', 'Rice Lake', 'Carver Lake Park', 'River Falls', 'Hudson', 'Battle Creek', 'Wadena', 'Sunfish Lake Park', 'St. Paul', 'Two Harbors', 'Silver Bay', 'Murphy-Hanrehan Park', 'Saint Cloud', 'Cook County', 'Tofte', 'Pincushion Mountain', 'Grand Marais', 'nisswa', 'North Loop (Jail Trail)', 'Coon Rapids', 'Stillwater', 'Woodbury', 'Kinnickinnic State Park', 'Mission Creek', 'Lester Park', 'Donald D. Ferguson Demonstration Forest', 'Beltrami County', 'Menahga', 'Carver Park Reserve', 'Detroit Mountain Recreation Area', 'Lebanon Hills', 'Tioga Recreation Area', 'Eastern', 'Milaca Trails', 'Metro', 'Piedmont & Brewer', 'Virginia', 'North Loop', 'Rockford', 'Bloomington', 'Lakeville', 'Mount Kato', 'Savage', 'Eagan', 'Woolly Trails', 'Red Wing', 'Oneida County', 'Monticello', 'Hillside City Park', 'Bertram Lake', 'Northeast']","{'region_link': '', 'region_name': ''}",False
Henooten,https://www.trailforks.com/profile/Henooten,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
